Mose	Mos	3	2	7 	Ist aber dein Speisopfer etwas im Tiegel Bereitetes, so sollst du es von feinstem Mehl mit Öl machen
Mose	Mos	3	2	8 	und sollst das Speisopfer, das du davon bereitet hast, dem HERRN darbringen und sollst es zu dem Priester bringen, und der soll damit zu dem Altar treten.
Mose	Mos	3	2	9 	Und der Priester soll von dem Speisopfer das Gedenkopfer abheben und in Rauch aufgehen lassen auf dem Altar als ein Feueropfer zum lieblichen Geruch für den HERRN.
Mose	Mos	3	2	10 	Das übrige aber soll Aaron und seinen Söhnen gehören als ein Hochheiliges von den Feueropfern des HERRN.
Mose	Mos	3	2	11 	Alle Speisopfer, die ihr dem HERRN opfern wollt, sollt ihr ohne Sauerteig machen; denn weder Sauerteig noch Honig sollt ihr dem HERRN zum Feueropfer in Rauch aufgehen lassen.
Mose	Mos	3	2	12 	Als Erstlingsgabe mögt ihr sie dem HERRN bringen; aber auf den Altar sollen sie nicht kommen zum lieblichen Geruch.
Mose	Mos	3	2	13 	Alle deine Speisopfer sollst du salzen, und dein Speisopfer soll niemals ohne Salz des Bundes deines Gottes sein; bei allen deinen Opfern sollst du Salz darbringen.
Mose	Mos	3	2	14 	Willst du aber ein Speisopfer dem HERRN darbringen von den ersten Früchten, so sollst du Ähren am Feuer rösten, die Körner zerstoßen und darbringen als das Speisopfer deiner ersten Früchte
Mose	Mos	3	2	15 	und sollst Öl darauf tun und Weihrauch darauf legen. Das ist ein Speisopfer.
Mose	Mos	3	2	16 	Und der Priester soll das Gedenkopfer von dem Zerstoßenen und vom Öl mit dem ganzen Weihrauch in Rauch aufgehen lassen als ein Feueropfer für den HERRN.
Mose	Mos	3	3	1 	Ist aber sein Opfer ein Dankopfer und will er ein Rind darbringen, es sei ein männliches oder ein weibliches, so soll er vor dem HERRN ein Tier opfern, das ohne Fehler ist.
Mose	Mos	3	3	2 	Und er soll seine Hand auf den Kopf seines Opfers legen und es schlachten vor der Tür der Stiftshütte. Und die Priester, Aarons Söhne, sollen das Blut ringsum an den Altar sprengen.
Mose	Mos	3	3	3 	Und er soll von dem Dankopfer dem HERRN ein Feueropfer darbringen, nämlich das Fett, das die Eingeweide bedeckt, und alles Fett an den Eingeweiden,
Mose	Mos	3	3	4 	die beiden Nieren mit dem Fett, das daran ist, an den Lenden, und den Lappen an der Leber; an den Nieren soll er ihn ablösen.
Mose	Mos	3	3	5 	Und Aarons Söhne sollen es in Rauch aufgehen lassen auf dem Altar zum Brandopfer auf dem Holz, das über dem Feuer liegt, als ein Feueropfer zum lieblichen Geruch für den HERRN.
Mose	Mos	3	3	6 	Will er aber dem HERRN ein Dankopfer vom Kleinvieh darbringen, es sei ein männliches oder ein weibliches Tier, so soll es ohne Fehler sein.
Mose	Mos	3	3	7 	Ist es ein Lamm, so soll er's vor den HERRN bringen
Mose	Mos	3	3	8 	und soll seine Hand auf den Kopf seines Opfers legen und es schlachten vor der Stiftshütte. Und die Söhne Aarons sollen sein Blut ringsum an den Altar sprengen.
Mose	Mos	3	3	9 	Und er soll von dem Dankopfer dem HERRN ein Feueropfer darbringen, nämlich sein Fett, den ganzen Fettschwanz, vom Rückgrat abgelöst, dazu das Fett, das die Eingeweide bedeckt, und alles Fett an den Eingeweiden,
Mose	Mos	3	3	10 	die beiden Nieren mit dem Fett, das daran ist, an den Lenden, und den Lappen an der Leber; an den Nieren soll er ihn ablösen.
Mose	Mos	3	3	11 	Und der Priester soll es in Rauch aufgehen lassen auf dem Altar als Feueropferspeise für den HERRN.
Mose	Mos	3	3	12 	Ist aber sein Opfer eine Ziege, so bringe er sie vor den HERRN
Mose	Mos	3	3	13 	und lege seine Hand auf ihren Kopf und schlachte sie vor der Stiftshütte. Und die Söhne Aarons sollen das Blut ringsum an den Altar sprengen.
Mose	Mos	3	3	14 	Und er soll davon sein Opfer darbringen, ein Feueropfer für den HERRN, nämlich das Fett, das die Eingeweide bedeckt, und alles Fett an den Eingeweiden,
Mose	Mos	3	3	15 	die beiden Nieren mit dem Fett, das daran ist, an den Lenden, und den Lappen an der Leber; an den Nieren soll er ihn ablösen.
Mose	Mos	3	3	16 	Und der Priester soll es in Rauch aufgehen lassen auf dem Altar als Feueropferspeise zum lieblichen Geruch. Alles Fett ist für den HERRN.
Mose	Mos	3	3	17 	Das sei eine ewige Ordnung für eure Nachkommen, überall wo ihr wohnt, daß ihr weder Fett noch Blut esset.
Mose	Mos	3	4	1 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	4	2 	Rede mit den Kindern Israel und sprich: Wenn jemand aus Versehen gegen irgendein Gebot des HERRN sündigte und täte, was er nicht tun sollte:
Mose	Mos	3	4	3 	wenn etwa der Priester, der gesalbt ist, sündigte, so daß er eine Schuld auf das Volk brächte, so soll er für seine Sünde, die er getan hat, einen jungen Stier darbringen, der ohne Fehler ist, dem HERRN zum Sündopfer.
Mose	Mos	3	4	4 	Und er soll den Stier vor die Tür der Stiftshütte bringen vor den HERRN und seine Hand auf den Kopf des Stieres legen und ihn schlachten vor dem HERRN.
Mose	Mos	3	4	5 	Und der Priester, der gesalbt ist, soll vom Blut des Stieres nehmen und es in die Stiftshütte bringen
Mose	Mos	3	4	6 	und soll seinen Finger in das Blut tauchen und damit siebenmal sprengen vor dem HERRN, an den Vorhang im Heiligen.
Mose	Mos	3	4	7 	Und soll vor dem HERRN etwas von dem Blut an die Hörner des Räucheraltars tun, der in der Stiftshütte steht, und alles andere Blut an den Fuß des Brandopferaltars gießen, der vor der Tür der Stiftshütte steht.
Mose	Mos	3	4	8 	Und alles Fett des Sündopfers soll er abheben, nämlich das Fett, das die Eingeweide bedeckt, und alles Fett an den Eingeweiden,
Mose	Mos	3	4	9 	die beiden Nieren mit dem Fett, das daran ist, an den Lenden, und den Lappen an der Leber, an den Nieren abgelöst,
Mose	Mos	3	4	10 	gleichwie man es abhebt vom Rind beim Dankopfer, und soll es in Rauch aufgehen lassen auf dem Brandopferaltar.
Mose	Mos	3	4	11 	Aber das Fell des Stieres mit allem Fleisch samt Kopf und Schenkeln und die Eingeweide und den Mist,
Mose	Mos	3	4	12 	das soll er alles hinaustragen aus dem Lager an eine reine Stätte, wo man die Asche hinschüttet, und soll's verbrennen auf dem Holz mit Feuer.
Mose	Mos	3	4	13 	Wenn aber die ganze Gemeinde Israel aus Versehen sich versündigte und die Tat vor ihren Augen verborgen wäre, wenn sie gegen irgendein Gebot des HERRN gehandelt hätten, was sie nicht tun sollten, und so sich verschuldet hätten,
Mose	Mos	3	4	14 	und sie würden danach ihrer Sünde inne, die sie getan hätten, so sollen sie einen jungen Stier darbringen als Sündopfer und vor die Tür der Stiftshütte stellen.
Mose	Mos	3	4	15 	Und die Ältesten der Gemeinde sollen ihre Hände auf seinen Kopf legen vor dem HERRN und den Stier schlachten vor dem HERRN.
Mose	Mos	3	4	16 	Und der Priester, der gesalbt ist, soll Blut von dem Stier in die Stiftshütte bringen
Mose	Mos	3	4	17 	und mit seinem Finger hineintauchen und siebenmal sprengen vor dem HERRN, an den Vorhang.
Mose	Mos	3	4	18 	Und er soll etwas von dem Blut an die Hörner des Altars tun, der vor dem HERRN steht in der Stiftshütte, und alles andere Blut an den Fuß des Brandopferaltars gießen, der vor der Tür der Stiftshütte steht.
Mose	Mos	3	4	19 	All sein Fett aber soll er abheben und auf dem Altar in Rauch aufgehen lassen
Mose	Mos	3	4	20 	und soll mit dem Stier tun, wie er mit dem Stier des Sündopfers getan hat. So soll der Priester die Sühnung für sie vollziehen, und ihnen wird vergeben.
Mose	Mos	3	4	21 	Und er soll den Stier hinaus vor das Lager tragen und verbrennen, wie er den vorigen Stier verbrannt hat. Das ist das Sündopfer der Gemeinde.
Mose	Mos	3	4	22 	Wenn aber ein Stammesfürst sündigt und aus Versehen irgend etwas gegen des HERRN, seines Gottes, Gebote tut, was er nicht tun sollte, und so sich verschuldet
Mose	Mos	3	4	23 	und wird seiner Sünde inne, die er getan hat, so soll er zum Opfer bringen einen Ziegenbock ohne Fehler
Mose	Mos	3	4	24 	und seine Hand auf den Kopf des Bockes legen und ihn schlachten an der Stätte, wo man die Brandopfer schlachtet vor dem HERRN; es ist ein Sündopfer.
Mose	Mos	3	4	25 	Da soll denn der Priester mit seinem Finger etwas von dem Blut des Sündopfers nehmen und es an die Hörner des Brandopferaltars tun und das andere Blut an den Fuß des Brandopferaltars gießen.
Mose	Mos	3	4	26 	Und all sein Fett soll er auf dem Altar in Rauch aufgehen lassen gleichwie das Fett des Dankopfers. So soll der Priester die Sühnung für ihn vollziehen, und ihm wird vergeben.
Mose	Mos	3	4	27 	Wenn aber sonst jemand aus dem Volk aus Versehen sündigt, daß er gegen irgend eines der Gebote des HERRN handelt, was er nicht tun sollte, und so sich verschuldet
Mose	Mos	3	4	28 	und seiner Sünde innewird, die er getan hat, so soll er zum Opfer eine Ziege bringen ohne Fehler für die Sünde, die er getan hat,
Mose	Mos	3	4	29 	und soll seine Hand auf den Kopf des Sündopfers legen und es schlachten an der Stätte des Brandopfers.
Mose	Mos	3	4	30 	Und der Priester soll mit seinem Finger etwas von dem Blut nehmen und an die Hörner des Brandopferaltars tun und alles andere Blut an den Fuß des Altars gießen.
Mose	Mos	3	4	31 	All sein Fett aber soll er abheben, wie man das Fett des Dankopfers abhebt, und soll es in Rauch aufgehen lassen auf dem Altar zum lieblichen Geruch für den HERRN. So soll der Priester die Sühnung für ihn vollziehen, und ihm wird vergeben.
Mose	Mos	3	4	32 	Will er aber ein Schaf zum Sündopfer bringen, so bringe er ein weibliches, das ohne Fehler ist,
Mose	Mos	3	4	33 	und lege seine Hand auf den Kopf des Sündopfers und schlachte es zum Sündopfer an der Stätte, wo man die Brandopfer schlachtet.
Mose	Mos	3	4	34 	Und der Priester soll mit seinem Finger etwas von dem Blut nehmen und an die Hörner des Brandopferaltars tun und alles andere Blut an den Fuß des Altars gießen.
Mose	Mos	3	4	35 	Aber all sein Fett soll er abheben, wie man das Fett vom Schaf des Dankopfers abhebt, und soll es auf dem Altar in Rauch aufgehen lassen als Feueropfer für den HERRN. So soll der Priester die Sühnung für ihn vollziehen für die Sünde, die er getan hat, und ihm wird vergeben.
Mose	Mos	3	5	1 	Wenn jemand damit sündigt, daß er den Fluch aussprechen hört und Zeuge ist, weil er es gesehen oder erfahren hat, es aber nicht anzeigt und so sich verschuldet;
Mose	Mos	3	5	2 	oder wenn jemand etwas Unreines anrührt, es sei ein Aas von einem unreinen Wild oder Vieh oder Gewürm, und wußte es nicht und wird's inne und hat sich so verschuldet;
Mose	Mos	3	5	3 	oder wenn er einen Menschen in dessen Unreinheit anrührt, in irgendeiner Unreinheit, womit der Mensch unrein werden kann, und wußte es nicht und wird's inne und hat sich so verschuldet;
Mose	Mos	3	5	4 	oder wenn jemand schwört, daß ihm über die Lippen fährt, er wolle Schaden oder Gutes tun, wie denn einem Menschen ein Schwur entfahren mag, und er bedachte es nicht und wird's inne und hat sich so oder so schuldig gemacht:
Mose	Mos	3	5	5 	wenn's also geschieht, daß er sich so oder so schuldig gemacht hat, so soll er bekennen, womit er gesündigt hat,
Mose	Mos	3	5	6 	und soll als Buße für diese seine Sünde, die er getan hat, dem HERRN darbringen von der Herde ein Muttertier, Schaf oder Ziege, zum Sündopfer, daß der Priester die Sühnung für ihn vollziehe wegen seiner Sünde.
Mose	Mos	3	5	7 	Vermag er aber nicht ein Schaf zu geben, so bringe er dem HERRN für seine Schuld, die er getan hat, zwei Turteltauben oder zwei andere Tauben, die eine zum Sündopfer, die andere zum Brandopfer,
Mose	Mos	3	5	8 	und bringe sie dem Priester. Der soll die erste als Sündopfer darbringen und ihr den Kopf abknicken hinter dem Genick und nicht ganz abtrennen,
Mose	Mos	3	5	9 	und er sprenge etwas von dem Blut des Sündopfers an die Seite des Altars und lasse das übrige Blut ausbluten am Fuße des Altars; es ist ein Sündopfer.
Mose	Mos	3	5	10 	Die andere Taube aber soll er als Brandopfer darbringen der Ordnung gemäß. So soll der Priester die Sühnung für ihn vollziehen wegen seiner Sünde, die er getan hat, und ihm wird vergeben.
Mose	Mos	3	5	11 	Vermag er aber auch nicht zwei Turteltauben oder zwei andere Tauben zu geben, so bringe er für seine Sünde als sein Opfer ein Zehntel Scheffel feinstes Mehl als Sündopfer dar. Er soll aber kein Öl darauf gießen noch Weihrauch darauf tun; denn es ist ein Sündopfer.
Mose	Mos	3	5	12 	Und er soll es zum Priester bringen. Der Priester aber soll eine Handvoll davon nehmen als Gedenkopfer und in Rauch aufgehen lassen auf dem Altar zum Feueropfer für den HERRN; es ist ein Sündopfer.
Mose	Mos	3	5	13 	So soll der Priester wegen seiner Sünde, die er in einem jener Fälle getan hat, die Sühnung für ihn vollziehen, und ihm wird vergeben. Und das Übrige soll dem Priester gehören wie beim Speisopfer.
Mose	Mos	3	5	14 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	5	15 	Wenn jemand sich vergreift und aus Versehen sich versündigt an dem, was dem HERRN geweiht ist, so soll er für seine Schuld dem HERRN einen Widder ohne Fehler von der Herde bringen, nach deiner Schätzung zwei Silberstücke wert nach dem Gewicht des Heiligtums, als Schuldopfer.
Mose	Mos	3	5	16 	Dazu soll er, was er gesündigt hat an dem Geweihten, erstatten und den fünften Teil hinzufügen und es dem Priester geben. Der soll die Sühnung für ihn vollziehen mit dem Widder des Schuldopfers, so wird ihm vergeben.
Mose	Mos	3	5	17 	Wenn jemand sündigt und handelt gegen irgendein Gebot des HERRN, was er nicht tun sollte, und hat es nicht gewußt und versündigt sich und lädt eine Schuld auf sich,
Mose	Mos	3	5	18 	so soll er zum Priester einen Widder bringen von der Herde, ohne Fehler, nach deiner Schätzung als Schuldopfer. Der soll die Sühnung für ihn vollziehen für das, was er versehen hat, ohne daß er es wußte, so wird ihm vergeben.
Mose	Mos	3	5	19 	Das ist ein Schuldopfer; verschuldet hat er sich an dem HERRN. [20]	° Und der HERR redete mit Mose und sprach: [21]	Wenn jemand sündigte und sich damit an dem HERRN vergriffe, daß er seinem Nächsten ableugnet, was ihm dieser anvertraut hat oder was ihm zu treuer Hand gegeben ist oder was er mit Gewalt genommen oder mit Unrecht an sich gebracht hat, [22]	oder wenn er etwas Verlorenes gefunden hat und es ableugnet und einen falschen Eid schwört über irgend etwas, worin ein Mensch gegen seinen Nächsten Sünde tut: [23]	wenn es so geschieht, daß er sündigt und sich verschuldet, so soll er wiedergeben, was er mit Gewalt genommen oder mit Unrecht an sich gebracht oder was ihm anvertraut war oder was er gefunden hatte [24]	oder worüber er den falschen Eid geschworen hat; das soll er alles ganz wiedergeben und darüber hinaus den fünften Teil. Dem soll er's geben, dem es gehört, an dem Tag, wenn er sein Schuldopfer darbringt. [25]	Aber für seine Schuld soll er dem HERRN einen Widder ohne Fehler von der Herde zu dem Priester bringen nach deiner Schätzung als Schuldopfer. [26]	So soll der Priester die Sühnung für ihn vollziehen vor dem HERRN, und ihm wird alles vergeben, was er getan und womit er sich verschuldet hat.
Mose	Mos	3	6	1 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	6	2 	Gebiete Aaron und seinen Söhnen und sprich: Dies ist das Gesetz über das Brandopfer. Das Brandopfer soll bleiben auf dem Herd des Altars die ganze Nacht bis zum Morgen, und es soll des Altars Feuer brennend darauf erhalten werden.
Mose	Mos	3	6	3 	Und der Priester soll sein leinenes Gewand anziehen und die leinenen Beinkleider für seine Blöße und soll die Asche wegnehmen, die das Feuer des Brandopfers auf dem Altar gemacht hat, und soll sie neben den Altar schütten
Mose	Mos	3	6	4 	und soll danach seine Kleider ausziehen und andere Kleider anziehen und die Asche hinaustragen aus dem Lager an eine reine Stätte.
Mose	Mos	3	6	5 	Das Feuer auf dem Altar soll brennen und nie verlöschen. Der Priester soll alle Morgen Holz darauf anzünden und oben darauf das Brandopfer zurichten und das Fett der Dankopfer oben darauf in Rauch aufgehen lassen.
Mose	Mos	3	6	6 	Ständig soll das Feuer auf dem Altar brennen und nie verlöschen.
Mose	Mos	3	6	7 	Und dies ist das Gesetz des Speisopfers. Aarons Söhne sollen es bringen vor den HERRN an den Altar.
Mose	Mos	3	6	8 	Es soll einer abheben eine Handvoll vom Mehl des Speisopfers und vom Öl und den ganzen Weihrauch, der auf dem Speisopfer liegt, und soll's in Rauch aufgehen lassen auf dem Altar zum lieblichen Geruch als Gedenkopfer für den HERRN.
Mose	Mos	3	6	9 	Das Übrige aber sollen Aaron und seine Söhne verzehren; sie sollen es ungesäuert essen an heiliger Stätte im Vorhof der Stiftshütte.
Mose	Mos	3	6	10 	Sie sollen es nicht mit Sauerteig backen; denn es ist ihr Anteil, den ich ihnen gegeben habe von meinen Feueropfern. Es ist ein Hochheiliges gleichwie das Sündopfer und das Schuldopfer.
Mose	Mos	3	6	11 	Wer männlich ist unter den Nachkommen Aarons, der soll's essen. Das sei ein ewiges Anrecht für eure Nachkommen an den Feueropfern des HERRN. Wer sie anrührt, soll dem Heiligtum gehören.
Mose	Mos	3	6	12 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	6	13 	Dies soll das Opfer Aarons und seiner Söhne sein, das sie dem HERRN opfern sollen am Tage ihrer Salbung: ein Zehntel Scheffel feinstes Mehl, das tägliche Speisopfer, die eine Hälfte morgens, die andere abends.
Mose	Mos	3	6	14 	In der Pfanne sollst du es mit Öl bereiten; durchgeröstet sollst du es herbeibringen, und in Stücke gebrochen sollst du es opfern zum lieblichen Geruch für den HERRN.
Mose	Mos	3	6	15 	Und der Priester, der unter Aarons Söhnen an seiner Statt gesalbt wird, soll solches tun. Das ist ein ewiges Anrecht des HERRN. Als Ganzopfer soll es verbrannt werden;
Mose	Mos	3	6	16 	denn jedes Speisopfer eines Priesters soll als Ganzopfer verbrannt und nicht gegessen werden.
Mose	Mos	3	6	17 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	6	18 	Sage Aaron und seinen Söhnen und sprich: Dies ist das Gesetz des Sündopfers. An der Stätte, wo du das Brandopfer schlachtest, sollst du auch das Sündopfer schlachten vor dem HERRN. Es ist ein Hochheiliges.
Mose	Mos	3	6	19 	Der Priester, der das Sündopfer darbringt, soll es essen an heiliger Stätte im Vorhof der Stiftshütte;
Mose	Mos	3	6	20 	wer das Fleisch des Opfers anrührt, soll dem Heiligtum gehören. Und wer von seinem Blut ein Kleid besprengt, der soll das besprengte Stück waschen an heiliger Stätte.
Mose	Mos	3	6	21 	Und den irdenen Topf, darin es gekocht ist, soll man zerbrechen. Ist's aber ein kupferner Topf, so soll man ihn scheuern und mit Wasser spülen.
Mose	Mos	3	6	22 	Wer männlich ist in den Familien der Priester, darf davon essen; es ist ein Hochheiliges.
Mose	Mos	3	6	23 	Aber von allen Sündopfern, von deren Blut etwas in die Stiftshütte gebracht worden ist, um die Sühnung zu vollziehen im Heiligen, soll man nichts essen, sondern sie mit Feuer verbrennen.
Mose	Mos	3	7	1 	Und dies ist das Gesetz des Schuldopfers. Es ist ein Hochheiliges.
Mose	Mos	3	7	2 	An der Stätte, wo man das Brandopfer schlachtet, soll man auch das Schuldopfer schlachten und sein Blut ringsum an den Altar sprengen.
Mose	Mos	3	7	3 	Und all sein Fett soll man opfern, den Fettschwanz und das Fett, das die Eingeweide bedeckt,
Mose	Mos	3	7	4 	die beiden Nieren mit dem Fett, das daran ist, an den Lenden, und den Lappen an der Leber; an den Nieren soll er ihn ablösen.
Mose	Mos	3	7	5 	Und der Priester soll es auf dem Altar in Rauch aufgehen lassen zum Feueropfer für den HERRN; es ist ein Schuldopfer.
Mose	Mos	3	7	6 	Wer männlich ist unter den Priestern, soll das essen an heiliger Stätte; es ist ein Hochheiliges.
Mose	Mos	3	7	7 	Wie das Sündopfer, so soll auch das Schuldopfer sein; für beide soll ein und dasselbe Gesetz gelten; sie sollen dem Priester gehören, der damit die Sühnung vollzieht.
Mose	Mos	3	7	8 	Dem Priester, der jemandes Brandopfer opfert, soll das Fell des Brandopfers gehören, das er geopfert hat.
Mose	Mos	3	7	9 	Und alle Speisopfer, die im Ofen oder im Tiegel oder in der Pfanne gebacken sind, sollen dem Priester gehören, der sie opfert.
Mose	Mos	3	7	10 	Aber alle Speisopfer, die mit Öl vermengt oder trocken sind, sollen allen Söhnen Aarons gehören, einem wie dem andern.
Mose	Mos	3	7	11 	Und dies ist das Gesetz des Dankopfers, das man dem HERRN opfert.
Mose	Mos	3	7	12 	Wollen sie es als Lobopfer darbringen, so sollen sie außer dem Schlachtopfer ungesäuerte Kuchen opfern, mit Öl vermengt, und ungesäuerte Fladen, mit Öl bestrichen, und feinstes Mehl, durchgerührt, als Kuchen mit Öl vermengt.
Mose	Mos	3	7	13 	Sie sollen aber solche Opfergabe darbringen nebst Kuchen von gesäuertem Brot zu ihrem Lob- und Dankopfer,
Mose	Mos	3	7	14 	und zwar sollen sie je ein Teil als Opfergabe für den HERRN darbringen; es soll dem Priester gehören, der das Blut des Dankopfers sprengt.
Mose	Mos	3	7	15 	Und das Fleisch ihres Lob- und Dankopfers soll an demselben Tage gegessen werden, an dem es geopfert wird, und soll nichts übriggelassen werden bis zum Morgen.
Mose	Mos	3	7	16 	Ist es aber ein Gelübde oder freiwilliges Opfer, so soll es zwar an demselben Tage, da es geopfert ist, gegessen werden; wenn aber etwas übrigbleibt, darf man's am andern Tage essen.
Mose	Mos	3	7	17 	Aber was vom geopferten Fleisch am dritten Tage noch übrig ist, soll mit Feuer verbrannt werden.
Mose	Mos	3	7	18 	Und wenn jemand am dritten Tage essen wird von dem geopferten Fleisch seines Dankopfers, so wird es nicht wohlgefällig sein, und dem, der es geopfert hat, wird es auch nicht zugerechnet werden, sondern es wird ein Greuel sein; und wer davon ißt, der lädt eine Schuld auf sich.
Mose	Mos	3	7	19 	Auch das Fleisch, das mit etwas Unreinem in Berührung gekommen ist, soll nicht gegessen, sondern mit Feuer verbrannt werden. Jeder, der rein ist, darf vom Opferfleisch essen.
Mose	Mos	3	7	20 	Wer aber essen wird von dem Fleisch des Dankopfers, das dem HERRN gehört, und hat eine Unreinheit an sich, der wird ausgerottet werden aus seinem Volk.
Mose	Mos	3	7	21 	Und wenn jemand mit etwas Unreinem in Berührung gekommen ist, es sei ein unreiner Mensch, ein unreines Vieh oder was sonst ein Greuel ist, und dann vom Fleisch des Dankopfers ißt, das dem HERRN gehört, der wird ausgerottet werden aus seinem Volk.
Mose	Mos	3	7	22 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	7	23 	Rede mit den Kindern Israel und sprich: Ihr sollt kein Fett essen von Stieren, Schafen und Ziegen.
Mose	Mos	3	7	24 	Das Fett von gefallenen und zerrissenen Tieren dürft ihr zwar zu allerlei benutzen; aber essen dürft ihr's nicht.
Mose	Mos	3	7	25 	Denn wer das Fett ißt von solchen Tieren, von denen man dem HERRN Feueropfer bringt, der wird ausgerottet werden aus seinem Volk.
Mose	Mos	3	7	26 	Ihr sollt auch kein Blut essen, weder vom Vieh noch von Vögeln, überall, wo ihr wohnt.
Mose	Mos	3	7	27 	Jeder, der Blut ißt, wird ausgerottet werden aus seinem Volk.
Mose	Mos	3	7	28 	Und der HERR redete mit Mose und sprach:
Mose	Mos	3	7	29 	Rede mit den Kindern Israel und sprich: Wer dem HERRN sein Dankopfer darbringen will, der soll herzubringen, was vom Dankopfer dem HERRN gehört.
Mose	Mos	3	7	30 	Er soll es aber mit eigener Hand herzubringen zum Feueropfer für den HERRN; nämlich das Fett soll er bringen samt der Brust, um sie als ein Schwingopfer zu schwingen vor dem HERRN.
Mose	Mos	3	7	31 	Und der Priester soll das Fett in Rauch aufgehen lassen auf dem Altar, aber die Brust soll Aaron und seinen Söhnen gehören.
Mose	Mos	3	7	32 	Und die rechte Keule sollt ihr dem Priester geben zum Hebopfer von ihren Dankopfern.
Mose	Mos	3	7	33 	Wer von Aarons Söhnen das Blut und das Fett der Dankopfer opfert, dem soll die rechte Keule gehören als sein Anteil.
